Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan,,% Male_0_4,% Male_5_11,% Male_12_17,% Male_60,% Female_0_4,% Female_5_11,% Female_12_17,% Female_18_59,% Female_60
Hagadera,Kenya,40.35,0.001111,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",140852,44259,13335,16782,10099,2353,12695,15760,8252,30671,2476,,3643,137139,2,4,,9.47,11.91,7.17,1.67,9.01,11.19,5.86,21.78,1.76
Ifo,Kenya,40.3131,0.108611,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",122203,40487,11252,14533,8392,2198,11034,13849,7082,26442,2313,5,8729,112268,925,62,,9.21,11.89,6.87,1.8,9.03,11.33,5.8,21.64,1.89
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",23782,5676,3207,3621,1459,348,3095,3272,1074,4298,352,,127,23655,,,,13.48,15.23,6.13,1.46,13.01,13.76,4.52,18.07,1.48
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",36735,9214,5065,5417,2036,536,4706,4881,1585,6882,621,,439,36295,1,,,13.79,14.75,5.54,1.46,12.81,13.29,4.31,18.73,1.69
Kambioos,Kenya,40.393056,-0.044167,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,,,13.11,16.54,6.72,1.13,12.15,13.99,4.77,17.46,1.63
Dagahaley,Kenya,40.2881,0.191389,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",126540,36983,13025,17553,8389,2003,12849,16470,7362,25856,2204,53,5043,121370,71,3,,10.29,13.87,6.63,1.58,10.15,13.02,5.82,20.43,1.74
Hagadera,Kenya,40.35,0.001111,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",140455,44130,13273,16736,10080,2347,12645,15706,8238,30598,2468,,3643,136802,2,4,,9.45,11.92,7.18,1.67,9,11.18,5.87,21.78,1.76
Ifo,Kenya,40.3131,0.108611,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",122022,40411,11224,14523,8380,2191,11006,13837,7073,26401,2305,5,8731,112085,925,62,,9.2,11.9,6.87,1.8,9.02,11.34,5.8,21.64,1.89
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",23778,5676,3204,3621,1459,348,3094,3272,1074,4298,352,,127,23651,,,,13.47,15.23,6.14,1.46,13.01,13.76,4.52,18.08,1.48
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",36735,9214,5065,5417,2036,536,4706,4881,1585,6882,621,,439,36295,,,,13.79,14.75,5.54,1.46,12.81,13.29,4.31,18.73,1.69
Kambioos,Kenya,40.393056,-0.044167,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,,,13.11,16.54,6.72,1.13,12.15,13.99,4.77,17.46,1.63
Dagahaley,Kenya,40.2881,0.191389,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",126923,37094,13011,17639,8414,2004,12874,16533,7390,25949,2214,53,5047,121749,71,3,,10.25,13.9,6.63,1.58,10.14,13.03,5.82,20.44,1.74
Hagadera,Kenya,40.35,0.001111,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",140128,44016,13233,16697,10059,2344,12608,15662,8222,30531,2462,,3631,136487,2,4,,9.44,11.92,7.18,1.67,9,11.18,5.87,21.79,1.76
Ifo,Kenya,40.3131,0.108611,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",121905,40369,11207,14513,8375,2191,11012,13820,7064,26381,2297,5,8720,111979,925,62,,9.19,11.91,6.87,1.8,9.03,11.34,5.79,21.64,1.88
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",22904,5470,3099,3484,1414,340,2958,3155,1031,4139,342,,120,22784,,,,13.53,15.21,6.17,1.48,12.91,13.77,4.5,18.07,1.49
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",36624,9181,5049,5409,2031,533,4864,4866,1582,6861,620,,439,36184,1,,,13.79,14.77,5.55,1.46,13.28,13.29,4.32,18.73,1.69
Kambioos,Kenya,40.393056,-0.044167,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,,,13.11,16.54,6.72,1.13,12.15,13.99,4.77,17.46,1.63
Dagahaley,Kenya,40.2881,0.191389,10/3/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=428.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%203rd%20Oct%202011%20Ext.pdf",127621,37254,13119,17738,8446,2012,12962,16638,7410,26084,2223,53,5054,122440,71,3,,10.28,13.9,6.62,1.58,10.16,13.04,5.81,20.44,1.74
Hagadera,Kenya,40.35,0.001111,10/3/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=428.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%203rd%20Oct%202011%20Ext.pdf",139700,43897,13154,16645,10034,2336,12527,15627,8210,30460,2454,,3622,136068,2,4,,9.42,11.91,7.18,1.67,8.97,11.19,5.88,21.8,1.76
Ifo,Kenya,40.3131,0.108611,10/3/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=428.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%203rd%20Oct%202011%20Ext.pdf",122451,40460,11302,14621,8404,2197,11075,13904,7081,26469,2301,5,8697,112552,925,58,,9.23,11.94,6.86,1.79,9.04,11.35,5.78,21.62,1.88
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/3/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=428.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%203rd%20Oct%202011%20Ext.pdf",21612,5164,2900,3278,1353,323,2798,2968,985,3904,325,,112,21500,,,,13.42,15.17,6.26,1.49,12.95,13.73,4.56,18.06,1.5
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/3/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=428.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%203rd%20Oct%202011%20Ext.pdf",36395,9132,5008,5370,2019,527,4651,4831,1578,6825,619,,440,35954,,,,13.76,14.75,5.55,1.45,12.78,13.27,4.34,18.75,1.7
Kambioos,Kenya,40.393056,-0.044167,10/3/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=428.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%203rd%20Oct%202011%20Ext.pdf",8254,1786,1081,1365,555,93,1003,1155,394,1442,134,,39,8254,,,,13.1,16.54,6.72,1.13,12.15,13.99,4.77,17.47,1.62
Dagahaley,Kenya,40.2881,0.191389,10/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=415.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Oct%202011%20Ext.pdf",127953,37323,13170,17778,8463,2015,13014,16687,7429,26146,2228,53,5064,122762,71,3,,10.29,13.89,6.61,1.57,10.17,13.04,5.81,20.43,1.74
Hagadera,Kenya,40.35,0.001111,10/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=415.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Oct%202011%20Ext.pdf",143595,44745,13696,17272,10269,2381,13018,16160,8375,31176,2522,,3635,139953,2,4,,9.54,12.03,7.15,1.66,9.07,11.25,5.83,21.71,1.76
Ifo,Kenya,40.3131,0.108611,10/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=415.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Oct%202011%20Ext.pdf",126777,41548,11858,15291,8663,2271,11636,14441,7243,27273,2400,5,8739,116838,922,58,,9.35,12.06,6.83,1.79,9.18,11.39,5.71,21.51,1.89
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=415.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Oct%202011%20Ext.pdf",20685,4975,2785,3130,1303,316,2652,2835,940,3738,317,,104,20581,,,,13.46,15.13,6.3,1.53,12.82,13.71,4.54,18.07,1.53
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=415.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Oct%202011%20Ext.pdf",32244,8004,4460,4754,1775,453,4141,4326,1417,6043,516,,29,3967,,,,13.83,14.74,5.5,1.4,12.84,13.42,4.39,18.74,1.6
Kambioos,Kenya,40.393056,-0.044167,10/1/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=415.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%201st%20Oct%202011%20Ext.pdf",3996,839,504,687,289,38,452,563,215,669,57,,29,3967,,,,12.61,17.19,7.23,0.95,11.31,14.09,5.38,16.74,1.43
Dagahaley,Kenya,40.2881,0.191389,9/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=398.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20Sep%202011%20Ext.pdf",127806,37226,13163,17756,8471,2015,12966,16681,7418,26139,2225,53,5066,122613,71,3,,10.3,13.89,6.63,1.58,10.15,13.05,5.8,20.45,1.74
Hagadera,Kenya,40.35,0.001111,9/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=398.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20Sep%202011%20Ext.pdf",142536,44378,13560,17143,10202,2369,12892,16010,8318,30976,2506,,3626,138900,2,4,,9.51,12.03,7.16,1.66,9.04,11.23,5.84,21.73,1.76
Ifo,Kenya,40.3131,0.108611,9/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=398.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20Sep%202011%20Ext.pdf",125564,41176,11699,15102,8594,2253,11496,14310,7191,27042,2387,5,8720,115644,922,58,,9.32,12.03,6.84,1.79,9.16,11.4,5.73,21.54,1.9
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=398.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20Sep%202011%20Ext.pdf",52406,12851,7168,7819,3045,756,6730,7091,2339,9681,822,,518,51887,1,,,13.68,14.92,5.81,1.44,12.84,13.53,4.46,18.47,1.57
Kambioos,Kenya,40.393056,-0.044167,9/28/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=398.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2028th%20Sep%202011%20Ext.pdf",3729,779,475,640,278,35,423,525,202,619,54,,29,3700,,,,12.74,17.16,7.46,0.94,11.34,14.08,5.42,16.6,1.45
Dagahaley,Kenya,40.2881,0.191389,9/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=395.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20Sep%202011%20Ext.pdf",130671,37909,13542,18173,8621,2064,13289,17107,7550,26675,2273,53,5065,125479,71,3,,10.36,13.91,6.6,1.58,10.17,13.09,5.78,20.41,1.74
Hagadera,Kenya,40.35,0.001111,9/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=395.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20Sep%202011%20Ext.pdf",142180,44238,13516,17095,10187,2364,12855,15968,8303,30902,2497,,3621,138549,2,4,,9.51,12.02,7.16,1.66,9.04,11.23,5.84,21.73,1.76
Ifo,Kenya,40.3131,0.108611,9/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=395.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20Sep%202011%20Ext.pdf",129888,42317,12236,15714,8840,2328,12045,14875,7384,27853,2473,5,8764,119931,915,58,,9.42,12.1,6.81,1.79,9.27,11.45,5.68,21.44,1.9
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/27/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=395.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2027th%20Sep%202011%20Ext.pdf",44295,10785,6111,6679,2601,615,5675,5986,1974,8187,678,,465,43829,1,,,13.8,15.08,5.87,1.39,12.81,13.51,4.46,18.48,1.53
Dagahaley,Kenya,40.2881,0.191389,9/26/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=380.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2026th%20Sep%202011%20Ext.pdf",130477,37823,13520,18149,8606,2061,13270,17091,7536,26637,2268,53,5064,125286,71,3,,10.36,13.91,6.6,1.58,10.17,13.1,5.78,20.42,1.74
Hagadera,Kenya,40.35,0.001111,9/26/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=380.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2026th%20Sep%202011%20Ext.pdf",141721,44104,13438,17026,10161,2353,12799,15926,8281,30826,2489,,3597,138114,2,4,,9.48,12.01,7.17,1.66,9.03,11.24,5.84,21.75,1.76
Ifo,Kenya,40.3131,0.108611,9/26/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=380.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2026th%20Sep%202011%20Ext.pdf",129394,42174,12165,15657,8820,2319,11959,14807,7367,27776,2466,5,8755,119446,915,58,,9.4,12.1,6.82,1.79,9.24,11.44,5.69,21.47,1.91
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/26/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=380.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2026th%20Sep%202011%20Ext.pdf",44283,10785,6106,6679,2601,615,5668,5986,1974,8187,678,,465,43817,1,,,13.79,15.08,5.87,1.39,12.8,13.52,4.46,18.49,1.53
Kambioos,Kenya,40.393056,-0.044167,9/26/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=380.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2026th%20Sep%202011%20Ext.pdf",3740,781,475,643,280,35,424,526,202,621,54,,29,3740,,,,12.7,17.19,7.49,0.94,11.34,14.06,5.4,16.6,1.44
Dagahaley,Kenya,40.2881,0.191389,9/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=378.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20Sep%202011%20Ext.pdf",130288,37764,13507,18125,8590,2054,13241,17066,7518,26602,2263,53,5063,125098,71,3,,10.37,13.91,6.59,1.58,10.16,13.1,5.77,20.42,1.74
Hagadera,Kenya,40.35,0.001111,9/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=378.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20Sep%202011%20Ext.pdf",141248,43992,13349,16965,10138,2348,12729,15851,8262,30751,2484,,2594,137644,2,4,,9.45,12.01,7.18,1.66,9.01,11.22,5.85,21.77,1.76
Ifo,Kenya,40.3131,0.108611,9/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=378.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20Sep%202011%20Ext.pdf",128855,42047,12098,15577,8782,2306,11888,14730,7338,27682,2461,5,8753,118913,911,58,,9.39,12.09,6.82,1.79,9.23,11.43,5.69,21.48,1.91
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=378.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20Sep%202011%20Ext.pdf",44372,10807,6115,6690,2609,615,5680,6002,1978,8203,680,,465,43906,1,,,13.78,15.08,5.88,1.39,12.8,13.53,4.46,18.49,1.53
Kambioos,Kenya,40.393056,-0.044167,9/24/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=378.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2024th%20Sep%202011%20Ext.pdf",3740,781,475,643,280,35,424,526,202,621,54,,29,3711,,,,12.7,17.19,7.49,0.94,11.34,14.06,5.4,16.6,1.44
Dagahaley,Kenya,40.2881,0.191389,9/22/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=373.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2022nd%20Sep%202011.pdf",129930,37617,13442,18072,8580,2051,13190,17025,7514,26552,2256,53,5068,124735,71,3,,10.35,13.91,6.6,1.58,10.15,13.1,5.78,20.44,1.74
Hagadera,Kenya,40.35,0.001111,9/22/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=373.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2022nd%20Sep%202011.pdf",140541,43726,13258,16857,10105,2343,12660,15772,8236,30615,2477,,3590,136941,2,4,,9.43,11.99,7.19,1.67,9.01,11.22,5.86,21.78,1.76
Ifo,Kenya,40.3131,0.108611,9/22/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=373.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2022nd%20Sep%202011.pdf",128081,41806,12014,15464,8728,2297,11783,14626,7303,27558,2453,5,8753,118139,911,58,,9.38,12.07,6.81,1.79,9.2,11.42,5.7,21.52,1.92
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/22/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=373.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2022nd%20Sep%202011.pdf",15994,3881,2137,2464,1039,229,2062,2178,721,2878,251,,99,15895,,,,13.36,15.41,6.5,1.43,12.89,13.62,4.51,17.99,1.57
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/22/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=373.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2022nd%20Sep%202011.pdf",28381,6927,3979,4227,1572,385,3619,3825,1256,5234,529,,366,28014,1,,,14.02,14.89,5.54,1.36,12.75,13.48,4.43,18.44,1.86
Kambioos,Kenya,40.393056,-0.044167,9/22/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=373.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2022nd%20Sep%202011.pdf",3740,781,475,643,280,35,424,526,202,621,54,,29,3711,,,,12.7,17.19,7.49,0.94,11.34,14.06,5.4,16.6,1.44
Dagahaley,Kenya,40.2881,0.191389,9/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=366.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2020th%20Sep%202011.pdf",130678,37759,13517,18227,8640,2055,13226,17125,7551,26700,2288,53,5065,125486,71,3,,10.34,13.95,6.61,1.57,10.12,13.1,5.78,20.43,1.75
Hagadera,Kenya,40.35,0.001111,9/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=366.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2020th%20Sep%202011.pdf",139550,43389,13134,16744,10033,2324,12541,15644,8196,30435,2456,,3571,135969,2,4,,9.41,12,7.19,1.67,8.99,11.21,5.87,21.81,1.76
Ifo,Kenya,40.3131,0.108611,9/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=366.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2020th%20Sep%202011.pdf",129907,42242,12234,15740,8845,2319,11978,14898,7384,27931,2483,5,8756,119962,911,58,,9.42,12.12,6.81,1.79,9.22,11.47,5.68,21.5,1.91
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,9/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=366.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2020th%20Sep%202011.pdf",13981,3378,1883,2153,925,200,1811,1905,632,2496,201,,86,13895,,,,13.47,15.4,6.62,1.43,12.95,13.63,4.52,17.85,1.44
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,9/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=366.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2020th%20Sep%202011.pdf",26293,6383,3686,3935,1451,351,3350,3543,1177,4936,397,,360,25932,1,,,14.02,14.97,5.52,1.33,12.74,13.48,4.48,18.77,1.51
Kambioos,Kenya,40.393056,-0.044167,9/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=366.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2020th%20Sep%202011.pdf",3740,781,475,643,280,35,424,526,202,621,54,,29,3711,,,,12.7,17.19,7.49,0.94,11.34,14.06,5.4,16.6,1.44
Dagahaley,Kenya,40.2881,0.191389,9/19/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=360.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2019th%20Sep%202011.pdf",130381,37664,13480,18188,8622,2047,13183,17085,7541,26651,2280,53,5064,125190,71,3,,10.34,13.95,6.61,1.57,10.11,13.1,5.78,20.44,1.75
